phone_id,phone_type,area_code,contact_id,number
1774,Cell-Phone,592,854,7738920
1775,Home,108,854,5143652
1776,Work,619,854,3771740
1777,Cell-Phone,773,855,9707769
1778,Home,582,855,3151074
1779,Cell-Phone,562,856,1517702
1780,Work,418,856,6821742
1781,Cell-Phone,475,857,5160015
1782,Home,235,857,1036400
1783,Cell-Phone,732,858,6079193
1784,Work,487,858,4759225
1785,Cell-Phone,908,859,9465348
1786,Cell-Phone,869,861,6058648
1787,Work,773,861,6951138
1788,Cell-Phone,566,862,4519884
1789,Cell-Phone,562,863,6970174
1790,Work,100,863,5519931
1791,Work,263,864,6747139
1792,Cell-Phone,611,865,2070976
1793,Home,493,865,6142925
1794,Cell-Phone,753,866,9221251
1795,Work,599,866,2623891
1796,Cell-Phone,156,867,9904734
1797,Home,480,867,3992911
1798,Cell-Phone,572,868,8726675
1799,Work,932,868,2578479
1800,Cell-Phone,785,869,1716879
1801,Home,547,869,4462676
1802,Cell-Phone,131,870,3171518
1803,Work,198,870,6273502
1804,Cell-Phone,485,871,3040029
1805,Home,145,871,5060145
1806,Cell-Phone,200,872,5262666
1807,Work,436,872,4822868
1808,Cell-Phone,799,873,5858288
1809,Home,728,873,9833433
1810,Work,877,873,8195507
1811,Cell-Phone,446,874,4171884
1812,Home,161,874,6036586
1813,Work,492,874,1919580
1814,Cell-Phone,318,875,4073334
1815,Home,783,875,5918077
1816,Work,768,875,1535458
1817,Cell-Phone,964,876,7262215
1818,Work,402,876,6516655
1819,Cell-Phone,972,877,9375922
1820,Work,975,877,1513750
1821,Cell-Phone,699,878,8964652
1822,Work,636,878,9384380
1823,Cell-Phone,774,879,7363169
1824,Home,408,879,7890878
1825,Cell-Phone,626,880,2880290
1826,Home,959,880,8519998
1827,Cell-Phone,471,881,3993025
1828,Cell-Phone,968,882,2082262
1829,Home,541,882,6683252
1830,Cell-Phone,146,883,8261049
1831,Work,828,883,4792638
1832,Cell-Phone,360,884,9540551
1833,Home,513,884,2131327
1834,Work,302,884,3108598
1835,Cell-Phone,139,885,7771175
1836,Home,413,885,8499432
1837,Work,729,885,6425024
1838,Cell-Phone,740,886,6507982
1839,Work,822,886,4260682
1840,Cell-Phone,762,887,3657049
1841,Home,109,887,8817428
1842,Work,151,887,8022646
1843,Cell-Phone,521,888,8604447
1844,Home,843,888,2912521
1845,Work,517,888,1429744
1846,Cell-Phone,336,889,4499484
1847,Home,694,889,5426583
1848,Cell-Phone,267,890,9287637
1849,Home,305,890,6462294
1850,Work,115,890,1825549
1851,Cell-Phone,704,891,4485776
1852,Work,645,891,4578243
1853,Cell-Phone,108,892,4220748
1854,Home,853,892,5205515
1855,Work,131,892,1639605
1856,Cell-Phone,304,893,6214618
1857,Work,173,893,5850760
1858,Cell-Phone,465,894,8859521
1859,Work,513,894,9685046
1860,Cell-Phone,586,895,5226792
1861,Work,504,895,4877687
1862,Cell-Phone,695,896,4641164
1863,Home,908,896,8919403
1864,Cell-Phone,705,897,1514680
1865,Work,331,897,1052795
1866,Cell-Phone,786,898,6631035
1867,Work,674,898,3752354
1868,Cell-Phone,925,899,1505049
1869,Cell-Phone,336,900,5312531
1870,Home,154,900,4817732
1871,Work,492,900,2032282
1872,Cell-Phone,433,901,8293574
1873,Work,396,901,8661865
1874,Cell-Phone,135,902,5692811
1875,Cell-Phone,590,903,7256958
1876,Work,543,903,7815916
1877,Cell-Phone,856,904,3980578
1878,Home,316,904,6616134
1879,Work,809,904,9037313
1880,Cell-Phone,405,905,2940354
1881,Home,610,905,8497960
1882,Work,569,905,4089837
1883,Cell-Phone,365,906,9212424
1884,Home,314,906,6746210
1885,Cell-Phone,704,907,7015716
1886,Home,906,907,9623914
1887,Work,715,907,4908705
1888,Cell-Phone,903,908,5384006
1889,Work,172,908,4593393
1890,Cell-Phone,193,909,7690070
1891,Home,132,909,4810108
1892,Work,356,909,5985553
1893,Cell-Phone,447,910,2612908
1894,Home,974,910,9373200
1895,Cell-Phone,532,911,6902012
1896,Work,764,911,8624579
1897,Cell-Phone,662,912,2881945
1898,Work,535,912,5145330
1899,Cell-Phone,519,913,8058817
1900,Work,873,913,2323815
1901,Cell-Phone,278,914,6281248
1902,Home,180,914,2463349
1903,Work,272,914,3410221
1904,Cell-Phone,963,915,9646693
1905,Cell-Phone,548,916,4441321
1906,Work,618,916,9611432
1907,Cell-Phone,927,917,4200428
1908,Home,753,917,8976727
1909,Work,549,917,6142514
1910,Cell-Phone,610,918,2989312
1911,Work,408,918,2092742
1912,Cell-Phone,177,919,6250466
1913,Work,698,919,6111794
1914,Cell-Phone,381,920,8383680
1915,Home,937,920,1538251
1916,Work,925,920,5433212
1917,Cell-Phone,306,921,3024597
1918,Home,555,921,6653833
1919,Work,861,921,2122774
1920,Cell-Phone,583,922,1757708
1921,Work,153,922,2173714
1922,Cell-Phone,388,923,5967894
1923,Cell-Phone,832,924,8169702
1924,Work,938,924,2741169
1925,Cell-Phone,476,925,5481102
1926,Cell-Phone,425,926,6104193
1927,Home,829,926,4853783
1928,Work,649,926,2934621
1929,Cell-Phone,968,927,5386158
1930,Work,434,927,7341027
1931,Cell-Phone,962,928,6735830
1932,Work,880,928,6389246
1933,Cell-Phone,950,929,9297243
1934,Home,827,929,3470145
1935,Work,909,929,9742259
1936,Cell-Phone,362,930,8115120
1937,Home,428,930,4327721
1938,Work,154,930,6101051
1939,Cell-Phone,683,931,8439184
1940,Work,920,931,4308576
1941,Cell-Phone,369,932,4957039
1942,Home,783,932,4995995
1943,Work,793,932,5960425
1944,Cell-Phone,704,933,1353954
1945,Work,295,933,5789581
1946,Cell-Phone,762,934,8949374
1947,Cell-Phone,714,935,1658456
1948,Work,789,935,2660855
1949,Cell-Phone,248,936,2951132
1950,Cell-Phone,716,937,9686727
1951,Home,682,937,2319147
1952,Cell-Phone,332,938,9098747
1953,Home,733,938,5091047
1954,Work,798,938,6582702
1955,Cell-Phone,638,939,7546103
1956,Work,291,939,4956448
1957,Cell-Phone,133,940,5399549
1958,Home,730,940,9576065
1959,Work,247,941,7264817
1960,Cell-Phone,316,942,7224796
1961,Work,725,942,9250587
1962,Cell-Phone,342,943,4994819
1963,Home,865,943,5777549
1964,Work,129,943,2480082
1965,Cell-Phone,247,944,8524696
1966,Cell-Phone,158,945,4798009
1967,Home,210,945,1803931
1968,Work,726,945,9489688
1969,Cell-Phone,221,946,6136514
1970,Cell-Phone,738,947,4148729
1971,Work,179,947,1428780
1972,Cell-Phone,501,948,9637323
1973,Home,672,948,4153314
1974,Work,521,948,6315872
1975,Cell-Phone,160,949,1942393
1976,Work,241,949,3164084
1977,Home,760,950,5579463
1978,Work,654,950,9300410
1979,Cell-Phone,650,951,3726354
1980,Home,536,951,9034795
1981,Work,465,951,2522566
1982,Cell-Phone,830,952,4303997
1983,Work,476,952,2846613
1984,Cell-Phone,695,953,4265891
1985,Home,101,953,9100766
1986,Work,950,953,3159532
1987,Cell-Phone,254,954,4318674
1988,Home,359,954,8992375
1989,Work,978,954,1402685
1990,Cell-Phone,449,955,6562670
1991,Work,232,955,6876979
1992,Cell-Phone,775,956,8490874
1993,Cell-Phone,450,957,4908847
1994,Home,400,957,9049947
1995,Cell-Phone,802,958,7918423
1996,Home,122,958,8060688
1997,Work,624,958,6693214
1998,Cell-Phone,634,959,3584269
1999,Work,122,959,1431477
2000,Cell-Phone,310,960,5613883
2001,Home,201,960,3061291
2002,Work,751,960,6056734
2003,Cell-Phone,188,961,3644360
2004,Work,254,961,3067137
2005,Cell-Phone,473,962,8015006
2006,Home,333,962,4042278
2007,Work,612,962,7655005
2008,Cell-Phone,982,963,9898369
2009,Work,570,963,5958540
2010,Cell-Phone,135,964,8573539
2011,Cell-Phone,357,965,2464169
2012,Work,117,965,4592460
2013,Cell-Phone,618,966,8507109
2014,Home,320,966,3241739
2015,Cell-Phone,307,967,6953290
2016,Home,141,967,4695864
2017,Work,893,967,9691217
2018,Cell-Phone,751,968,3141091
2019,Home,657,968,9761268
2020,Cell-Phone,522,969,5327632
2021,Home,457,969,8902399
2022,Work,772,969,3925742
2023,Cell-Phone,430,970,4080373
2024,Cell-Phone,350,971,7730890
2025,Work,727,971,5914194
2026,Cell-Phone,805,972,5976743
2027,Home,236,972,7161495
2028,Work,474,972,6114311
2029,Cell-Phone,338,973,9613558
2030,Work,281,973,1637057
2031,Cell-Phone,501,974,9401523
2032,Home,611,974,4739520
2033,Work,513,974,5906081
2034,Cell-Phone,684,975,4239257
2035,Home,118,975,8086105
2036,Work,911,975,1359814
2037,Cell-Phone,213,976,7799815
2038,Home,444,976,8072663
2039,Work,725,976,8493877
2040,Cell-Phone,814,977,7572525
2041,Home,189,977,9433809
2042,Work,916,977,1202308
2043,Cell-Phone,722,978,2257767
2044,Home,627,978,8508581
2045,Work,680,978,3991077
2046,Cell-Phone,727,979,7178575
2047,Work,509,979,3261544
2048,Cell-Phone,603,980,6618661
2049,Work,885,980,4587049
2050,Cell-Phone,584,981,6233883
2051,Work,195,981,8291027
2052,Cell-Phone,133,982,7291440
2053,Work,153,982,8544154
2054,Cell-Phone,404,983,9170949
2055,Cell-Phone,559,984,2901726
2056,Home,164,984,1201050
2057,Work,554,984,2909935
2058,Cell-Phone,882,985,7891124
2059,Work,935,985,2802452
2060,Cell-Phone,643,986,1019733
2061,Cell-Phone,713,987,5947295
2062,Work,603,987,2661070
2063,Cell-Phone,984,988,3354433
2064,Home,194,988,8705733
2065,Work,998,988,7075639
2066,Cell-Phone,916,989,9954675
2067,Cell-Phone,125,990,5555586
2068,Cell-Phone,315,991,7274644
2069,Work,569,991,4118436
2070,Cell-Phone,630,992,9565252
2071,Work,914,992,7858696
2072,Cell-Phone,871,993,5100110
2073,Cell-Phone,281,994,4918104
2074,Home,597,994,8967953
2075,Work,644,994,1848850
2076,Cell-Phone,499,995,7111417
2077,Home,456,995,5377814
2078,Work,929,995,5456545
2079,Cell-Phone,511,996,9073315
2080,Home,121,996,7132260
2081,Work,878,996,3319664
2082,Cell-Phone,273,997,7281271
2083,Home,311,997,3454648
2084,Cell-Phone,220,998,9111306
2085,Work,266,998,4238899
2086,Cell-Phone,470,999,4182608
2087,Work,290,999,4238165
2088,Cell-Phone,952,1000,9764138
2089,Home,851,1000,9554193
